,date,location,operator,ac_type,registration,aboard,fatalities,ground,summary
2225,"August 03, 1966","Benito, Bolivia",Lloyd Aéreo Boliviano,Curtiss C-46D,CP-730,3,3,0,"The cargo  aircraft was not being flown at the recommended altitude when it reached mountains to be crossed, nor whas it at the proper crossing point. A secondary factor was the lack of navigational aids in the area."
2226,"August 06, 1966","Near Falls City, Nebraska",Braniff Airlines,BAC One-Eleven 203AE,N1553,42,42,0,The aircraft broke up in flight due to turbulence after entering a squall line. Right tailplane and wing failed. Pilot operated aircraft in area of avoidable weather hazard.
2227,"August 11, 1966","Near Sibiu, Romania",Tarom,Ilyushin IL-14,YR-TAN,24,24,0,Crashed on a flight while en route.
2228,"August 13, 1966","Near Acapulco, Mexico",Aeronaves de Mexico,Douglas DC-8-51,XA-PEI,6,6,0,The plane crashed while on approah. Careless and untimely descent in the course of a procedure turn which was continued below established minimum altitude.
2229,"August 15, 1966","Anchorage, Alaska",NC Simpson - Taxi,Beech C-18S,N445,4,4,0,Fatigue fracture on right wing leading to inflight separation in flight.
2230,"August 16, 1966","Hebron, Ohio",Richland Aviation  - Taxi,Cessna 310C,N1836H,6,6,0,Pilot obtained special VFR clearance. Took off in IFR weather. Encounter forcasted thunderstorms. Inflight break-up of aircraft after separation of elevator. Pilot exercised poor judgement in taking off in poor weather conditions.
2231,"August 17, 1966","Puertos Lobos, Argentina",Aerovias Halcon,Curtiss C-46F-1-CU,LV-GLA,16,1,0,"Ditched in the ocean after running out of fuel after a problem caused excessive fuel consumption. Decision to continue a flight with both engines impaired until ditching at night became inevitable, instead of making an emergency daytime landing on any of the various runways in the area at a time when the situation made it clear that this operation was inevitable."
2232,"August 17, 1966","Near Da Nang, South Vietnam",Military - U.S. Marine Corps,Chance Vought F-8E,150321,1,0,33,"Following engine failure, the jet fighter crashed into a village."
2233,"August 21, 1966","Near Juneau, Alaska",Alaska Coastal Airlines,Grumman G-21 Goose,N88820,9,9,0,Crashed into a glacial crevasse. Undetermined cause.
2234,"September 01, 1966","Near Ljubljana, Slovenia, Yugoslavia",Britannia Airways,Bristol Britannia 102,G-ANBB,117,98,0,The plane crashed into forest during a landing attempt at Ljubljana Airport. The crew's failure to follow proper landing procedures. Improperly set altimeter. Captain failed to adjust his altimeter (he remained on QNH instead of changing to QFE) and the crew failed to cross-check altimeters.
2235,"September 04, 1966","Mumbai, Indian",Indian Airlines,Sud Aviation SE-210 Caravelle,VT-DSB,4,4,0,Struck a hill while simulating an engine failure.
2236,"September 16, 1966","Off Tenerife, Canary Islands, Spain",Iberia Airlines,Douglas DC-3,EC-AXC,27,1,0,An overspeeding and failed attempt to feather the No. 1 engine necessitated ditching the plane. The plane sank after 5 minutes.  One passenger refused to leave the aircraft and drowned.
2237,"September 22, 1966","Winton, Australia",Ansett ANA,Vickers Viscount 832,VH-RMI,24,24,0,"About 150 miles from Longreach, fire was reported in No. 1 and 2 engines. While the plane was making an emergency descent, the left wing broke away due to weakening by the fire. After failure of the wing, the plane broke up in mid-air and crashed. Loosened bolts led to the loss of the oil lubricating unit causing the bearings to heat and catching the engines on fire. Subsequently, a locking mechanism was installed on the bolts to prevent any future accidents of this kind."
2238,"September 22, 1966","Bogota, Colombia",Avianca,Douglas DC-4,HK-174,2,2,0,"The cargo plane struck trees at the end of the runway after trying to make an emergency landing. Material failure consisting in fatigue failure of a number of teeth of the pinion of the governor control unit, which was jammed against the rack in the 'up' position and therefore set for maximum rpm, thus causing the engine to overspeed. This would be in keeping with the fact that the dome ring was at maximum low pitch setting, i.e. high rpm and a runway propeller on take-off."
2239,"October 01, 1966","Near Wemme, Oregon",West Coast Airlines,McDonnell Douglas DC-9-14,N9101,18,18,0,"The plane crashed into Salmon Mountain while on approach to Portland. The pilots evidently had agreed to maintain 9,000 feet, but descended instead. The aircraft hit the mountain at the 3,830-foot level of a 4,090-foot ridge. The crew's descent  below its clearance limit and below that of surrounding obstructing terrain for reasons unknown. First crash of a DC-9."
2240,"October 04, 1966","An Khe, Vietnam",Military - U.S. Army,de Havilland Canada CV-2B Caribou,63-9751,32,14,0,While attempting a go-around the plane hit Hong Kong mountain.
2241,"October 08, 1966","Off Morgan City, Louisiana",Petroleum Helicopter,Bell 204B helicopter,N1187W,11,11,0,The helicopter crashed into the Gulf of Mexico after a tail rotor failure.  Fatigue fracture.
2242,"October 09, 1966","Dowagiac, Michigan",Warsaw Aviation - Taxi,Piper PA-32,N3279W,6,6,0,Crashed after flying into adverse weather. VFR flight into adverse weather conditions. No night or instrument flight experience. Spatial disorientation.
2243,"November 02, 1966","Heflin, Alabama",Gastonia Aviation - Taxi,Beech D18S,N411Z,2,2,0,Crashed after flying in icing conditions. Undetermined cause.
2244,"November 06, 1966","East Nassau, New York",Chester Airport  Taxi,Cessna 205A,N4816U,3,3,0,"Struck mountain at 1,200 ft after flying VFR into adverse weather conditions. Pilot exercised poor judgment. ATC issued conflicting instructions."
2245,"November 11, 1966","Off Chatham, Massachusetts",Military - U.S. Air Force,Lockheed EC-121H,55-5262,19,19,0,"The aircraft was observed flying low and emitting smoke from one of its engines before crashing into the sea and exploding, 125 miles east of Nantucket."
2246,"November 13, 1966","Off Matsuyama, Japan",All Nippon Airways,NAMC-YS-11-111,JA8658,50,50,0,The plane crashed into the sea after overshooting the runway and during a go-around. Undetermined cause.
2247,"November 15, 1966","Near Dallgow, Germany",Pan American Airways,Boeing 727-21,N317PA,3,3,0,The cargo plane crashed while landing. The descent of the flight below its altitude clearance limit for reasons unknown.
2248,"November 20, 1966","Near New Bern, North Carolina",Piedmont Airlines,Martin 404,N40406,3,3,0,Crashed while on approach. Descent below obstructing terrain.
2249,"November 22, 1966","Near Aden, Yemen",Aden Airways,Douglas DC-3,VR-AAN,30,30,0,The aircraft crashed into the desert 20 minutes after taking off. The aircraft made contact with ATC during the climb but failed to make a scheduled report an hour later. Detonation of an explosive device placed in hand luggage in the cabin on the port side just above the wing.
2250,"November 24, 1966","Near Bratislava, Czechoslovakia",Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Ilyushin IL-18B,LZ-BEN,82,82,0,"Following takeoff, the aircraft did not follow assigned route and crashed into wooded hillside. Insufficient evaluation of the weather conditions and relief of the terrain by the crew."
2251,"November 26, 1966","Near La Pedrera, Colombia",,Consolidated  PBY-5A Catalina,,0,9,0,
2252,"November 26, 1966","Near Saigon, South Vietnam",Military - U.S. Air Force,Douglas C-47D,4476574,25,25,0,Crashed and burst into flames into a rice paddy after experiencing a malfunction of the left engine.
2253,"December 01, 1966","Near Pedrera, Brazil",Cruzeiro do Sul,PBY-5A Catalina,PP-PCW,11,9,0,
2254,"December 02, 1966","Moscow, Russia",Aeroflot,Tupolev TU-114B,CCCP-76457,21,21,0,Crashed into a snowbank on the takeoff roll in poor visibility.
2255,"December 18, 1966","Bogota, Colombia",Aerocondor de Colombia,Lockheed L-1649A Starliner,N7301C,59,17,0,Crash landed short of the runway on approach in fog. Pilot error. Presence of unauthorized person in the cockpit distracting the pilot. Lack of cockpit supervision. Poor weather.
2256,"December 24, 1966","Binh Tahi, Da Nang, Vietnam",Flying Tiger Line,Canadair CL-44D4-1,N228SW,4,4,125,The cargo plane undershot runway by 1 mile while making a radar approach in fog at night. Crashed into numerous thatched roof houses.
2257,"December 24, 1966","Cascubel River, Colombia",AVIANCA,Douglas C-47A-80-DL,HK-161,29,29,0,"Crashed into the southern slopes of Tajumbina Peak at 11,600 ft. while approaching Cali. Lack of cockpit discipline. Consuming alcohol shortly before the flight. Not following the recommended route. Incorrectly reported positions. Continuing VFR in IFR conditions. Flying below minimum safe altitude for a VFR approach."
2258,"January 05, 1967","New Shrewsbury, New Jersey",Red Bank Air Taxi,Beechcraft D18S,N2045D,9,9,0,The left engine failed during take off. The aircraft was at its maximum gross weight and aft center of gravity limit. The pilot did not properly feather the prop. The plane stalled and crashed.
2259,"January 06, 1967","Hilo, Hawaii",Channel Air Lift,Curtiss C-46F,N30046,3,3,0,Cargo shifted during takeoff. The plane tried to return for a landing but crashed. Improperly loaded aircraft.
2260,"January 17, 1967",Atlantic Ocean,Air Taxi,Piper PA-23,N4129P,3,3,0,"Disappeared while en route on a flight from San Juan, Puerto Rico to St. Thomas, Virgin Islands. Wreckage never recovered."
2261,"January 17, 1967","Off Okisu, Japan",Military - Japan Maritime Self Defense Force,S2F-1 / HSS-2,,10,10,0,Mid air collision. Both planes crashed into the sea.
2262,"January 21, 1967","Frankfurt, Germany",Air Ferry,Douglas C-54A,G-ASOG,2,2,0,The cargo plane crashed short of the runway. The crew did not set the altimeters in the final approach according to the instructions in the operations manual. This error was aggravated by the fact that the final approach check list did not coincide with the altimeter setting procedure. In consequence the crew unintentionally flew below critical height and the aircraft collided with trees when the altimeters were showing approx. 200 ft. above the critical height.
2263,"February 06, 1967","Aleppo, Syria",Syrian Arab Airlines,Douglas DC-3,YK-ACB,19,1,0,Crashed into building while landing.
2264,"February 07, 1967","Near Hourghada, UAR",Misrair,Antonov AN-24,,30,30,0,Crashed after an explosion aboard the aircraft.
2265,"February 07, 1967","Albuquerque, New Mexico",Avanti Aviation -Air Taxi,Cessna 210-5A,N4855U,2,2,0,"Pilot misjudged altitude and distance and crashed into a mountain at 8,800 ft. Pilot tested positive for alcohol."
2266,"February 09, 1967","Near Mexico City, Mexico",Cubana de Aviacion,Antonov AN-12,CU-T827,10,10,0,Crashed due to bomb explosion.
2267,"February 10, 1967","Zurich, Switzerland",Swissair,Convair CV-440,HB-IMF,4,4,0,"A flight instructor and 3 trainees were practicing landing and takeoffs. The plane struck a mountain while in a climb out pattern. They took off on Runway 28 at Zurich airport and headed straight out instead of turning, until the struck the mountain. There was no flight recorder on board so the reason for the navigational error is unknown."
2268,"February 15, 1967","Youngstown, Ohio",Vercoa Air Service - Air Taxi,Cessna 182,N3796U,2,2,0,Suffered complete engine failure and tried to return to the airport but crashed. Fuel contaminated with water.
2269,"February 16, 1967","Manado, Indonesia",Garuda Indonesia Airlines,Lockheed L-188C Electra,PK-GLB,63,22,0,"Crashed on approach, landing short of the runway, collapsing the landing gear. Awkward landing technique resulting in excessive rate of sink. Contributing factors include narrow runway, uneven runway necessitating landing as close to the threshold as possible and marginal weather conditions."
2270,"February 20, 1967","Tegucigalpa, Honduras",Sahsa Airlines,Douglas DC-6,HR-SAG,55,4,0,"While landing, the crew was unable to move the throttles into reverse position. The plane was not able to go-around and a ground loop was attempted. The aircraft ran off the runway into a ditch and the left wing tank ruptured and caught fire. Probable failure of the reverse pitch control mechanism."
2271,"February 28, 1967","Mactan, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,PI-C501,20,12,0,Crashed after undershooting the runway. Loss of control at low altitude. Improper loading which placed the center of gravity in back of the center of gravity limits of the plane.
2272,"March 05, 1967","Monrovia, Liberia",Varig,McDonnell Douglas DC-8-33,PP-PEA,90,51,5,Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.
