,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
2071,1964-06-13 00:00:00,"Jeddah, Saudia Arabia
Jeddah, Saudia Arabia",Saudi Arabian Airlines,NoData,Training,Douglas C-47A,HZ-AAN,12899,Crashed into the Red Sea.,2,0,2,2,0,2,0
2072,1964-06-19 22:00:00,"Southhampton, Massachusetts",Private - Air Taxi,NoData,"Washington D.C. - Southhampton, MA",Aero Commander 680,N344S,NoData,"The plane undershot the runway and crashed while attempting to land IFR at Barnes Airport in low ceiling and fog. Improper IFR operation. Senator Edward ""Ted"" Kennedy critically injured. Kennedy's aid Edward Moss and the pilot killed.",5,4,1,2,1,1,0
2073,1964-06-20 17:40:00,"Taichung, Taiwan",Civil Air Transport,NoData,Taichung - Tainan,Curtiss C-46-CU,B-908,NoData,"The plane crashed on takeoff into a rice paddy at San Chiao Village north northeast of the airport. The pilot discovered the left engine was overspeeding and made an abrupt left turn to land at Kung-Kuan Military Air Base. During the turn he lost control and crashed into mountains. Probable cause: About 5 miles west of the accident site was Kung-Kuan Military Air Base. Six miles south-southwest was Shui-Nan Airport from where the aircraft took off. On the right side of the flight pattern was a chain of mountains. It was concluded that, when the pilot found that the left engine was overspeeding, he made an abrupt left turn to land at Kung-Kuan Military Air Base or return to Shui-Nan Airport. During the turn he lost control of the aircraft, which crashed to the ground.",57,52,5,57,52,5,0
2074,1964-06-21 04:00:00,"Off Palma de Mallorca, Spain",TASSA,NoData,Palma de Mallorca - Ibiza,Douglas DC-3,EC-AQH,20072,Both engines failed and the plane ditched 1 mile offshore and sank.,28,25,3,1,1,0,0
2075,1964-07-07 05:15:00,"Martinsville, Virginia",Commercial Air Taxi,NoData,"Martinsville, Virginia - Wilmington, Delaware",Lockheed 12A,N18946,NoData,Collided with trees when it failed to gain altitude. Pilot error. Gust locks engaged.,5,4,1,5,4,1,0
2076,1964-07-08 12:10:00,"Knoxville, Tennessee",United Air Lines,NoData,NoData,Caravelle VIR,N1007U,092,"While climbing to cruise altitude the plane hit turbulence, downdrafts and updrafts. One passenger's seat belt  failed, killing the passenger.",53,48,5,1,1,0,0
2077,1964-07-09 18:15:00,"Parrottsville, Tennesee",United Air Lines,823,Philidelphia - Washington - Knoxville - Huntsville,Vickers Viscount 745D,N7405,103,"The plane crashed 2 miles northeast of Parrottsville after experiencing an uncontrollable fire of unknown origin which started below the passenger floor and eventually involved the passenger cabin. One passenger died after free-falling out of the No. 4 emergency escape window of the plane in an attempt to escape the onboard fire. The ignition source was never determined, but it is thought the plane's battery or something in a passenger's luggage caused the fire.  Testing revealed lethal amounts of CO2 could be discharged into the cockpit instead of the lower baggage compartment. The plane was seen flying erratically and the fire eventually burned through the controls.  It is likely the crew was unconscious by then.",39,35,4,39,35,4,0
2078,1964-07-14 02:05:00,"Reno, Nevada",Commercial Air Taxi,NoData,NoData,Piper PA-28,N5493W,NoData,Crashed into mountains. Pilot deviated from direct course and got lost.,3,2,1,3,2,1,0
2079,1964-07-16 18:29:00,"Richmond, Virginia",Eastern Air Lines,NoData,New York City - Richmond - Jacksonville,Douglas DC-7B,N809D,44860/616,"Landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing.",76,71,5,0,0,0,0
2080,1964-07-31 16:52:00,"Near Nashville, Tennesee",Private,-,Batesville - Nashville,Beechcraft 35-B33 Debonair,N8972M,NoData,"The aircraft crashed during an intense rainstorm into dense woods 6.5 miles south of the Nashville airport,  while on a return trip from Batesville Arkansas. It took searchers 2 days to find the wreckage. Country western singer Jim Reeves, 40, and his manager, Dean Manuel were killed. Reeves was piloting the plane and was 2 minutes from touchdown when he apparently lost visual reference with the ground and experienced spatial disorientation. Pilot error. VFR flight into adverse weather conditions.",2,1,1,2,1,1,0
2081,1964-08-02 12:30:00,"Willow, Alaska",Commercial Air Taxi,NoData,NoData,Piper PA-18,N6015Z,NoData,"Pilot  was transporting fishing party to Willow. Suffered spatial disorientation, plane stalled on final approach. Pilot not instrument rated.",3,2,1,3,2,1,0
2082,1964-08-05 01:00:00,"East Falmouth, Massachusetts",Wiggins Airways,NoData,NoData,Piper PA-23,N5485Y,NoData,Crashed after an uncontrolled descent. Reasons unknown.,2,1,1,2,1,1,0
2083,1964-08-22 00:00:00,"Near Tipuani, Bolivia",Servicios Aéreos Cochabamba,NoData,La Paz - Tipuani,Douglas C-47A-25-DK,CP-680,13371,Struck Huayna Hill in poor weather. The flight was conducted in IMC conditions at an altitude unsafe for operations of that nature through the Huayna Pass.,4,2,2,4,2,2,0
2084,1964-09-02 21:11:00,"Island of Sakhalin, Russia",Aeroflot,721,Krasnoyarsk - Yuzhno,Ilyushin IL-18B,CCCP-75531,180002402,"After insisting on and getting a direct approach without completing a standard traffic pattern, the airliner crashed into a wooded hillside. The controller lacked the radar with which to monitor the flight. Blame was placed on both the crew of the airliner and the ATC. Lack of radar facilities. Premature descent. Inexperience with the area and poor flight planning.",87,78,9,87,78,9,0
2085,1964-09-04 16:34:00,"Pico da Caledonia, Brazil",VASP,NoData,Vitoria - Rio de Janeiro,Vickers Viscount 710C,PP-SRR,066,Crashed into Mt. Nova. Deviated off course for unknown reasons.,39,34,5,39,34,5,0
2086,1964-09-04 19:00:00,"Near Vaong Nong, Thailand",Military - Royal Thai Air Force,NoData,Khoke Kathiam - Vaong Nong,Douglas C-47,NoData,NoData,Struck a tree and crashed during a nighttime landing attempt.,34,NoData,NoData,28,NoData,NoData,0
2087,1964-09-15 17:51:00,"Near Condoto, Colombia",AVIANCA,NoData,Condoto - Medellin,Douglas C-47A,HK-319,19680,"The cargo plane touched down, bounced twice, climbed and crashed. Improperly loaded cargo.",2,0,2,2,0,2,0
2088,1964-10-02 00:00:00,"Addis Ababa, Ethiopia",Interocean,NoData,"Dublin, Ireland - Addis Ababa",Lockheed L-749A-79 Constellation,LX-IOK,2562,The cargo plane left the runway and crashed while landing.,7,0,7,1,0,1,0
2089,1964-10-02 05:45:00,"Near Trevelez, Granada, Spain",Union des Transportes Aeriens,NoData,Palma de Mallorca - Port Etienne,Douglas DC-6B,F-BHMS,44062/384,"About an hour and a half after departing Palma de Mallorca the airliner crashed into Mt. Alcazaba, 20 miles SSE of Granada. Cause unknown.",80,73,7,80,73,7,0
2090,1964-10-09 00:00:00,"Near Sibiu, Romania",Tarom,NoData,NoData,Ilyushin IL-14,YR-ILB,146000926,Crashed into mountains 60 miles west of Sibu.,32,NoData,NoData,32,NoData,NoData,0
2091,1964-10-16 09:15:00,"Crown King, Arizona",Commercial Air Taxi,NoData,NoData,Hughes 269B,N9340F,NoData,Collided with wires while landing. Pilot error.  Failed to see and avoid objects or obstructions.,2,1,1,2,1,1,0
2092,1964-10-19 11:35:00,"Near Belgrade, Yugoslavia",Military - Soviet Air Force,NoData,NoData,Ilyushin IL-18,NoData,NoData,"Instructed to land at Belgrade from the west, the aircraft was too low and off course when it hit Avala Hill, 600 ft. below the peak, exploding in flames.",33,29,4,33,29,4,0
2093,1964-11-03 11:10:00,"Branson, Colorado",Mustang Aviati,NoData,NoData,Beechcraft C45G,N2849G,NoData,Crashed while en route after pilot continued VFR flight into adverse weather conditions.,5,4,1,5,4,1,0
2094,1964-11-15 20:25:00,"Las Vegas, Nevada",Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,0029,"The aircraft crashed  into rising terrain 9.7 miles south southwest of Mc Carran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident.",29,26,3,29,26,3,0
2095,1964-11-17 00:00:00,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,NoData,NoData,Lockheed P-3A,151362,185-5075,Crashed into the ocean while on maneuvers.,10,0,10,10,0,10,0
2096,1964-11-20 21:14:00,"Angelholm, Sweden",Linjeflyg,NoData,NoData,Convair CV-440,SE-CCK,195,Descended prematurely struck the ground 2 km short of  the runway. Crew mistook lights perpendicular to the runway for runway lights and descended prematurely.,43,39,4,31,29,2,0
2097,1964-11-23 13:09:00,"Rome, Italy",Trans World Airlines,800,Rome - Athens,Boeing B-707-331,N769TW,17685/123,The captain decided to abort the takeoff after the No. 4 engine pressure ratio read zero thrust and the amber warning light indicating thrust reversal of No. 2 engine came on. The speed was below V1. The aircraft continued to travel past the runway limit and the No. 4 engine struck a steam roller. The aircraft burst into flames. Malfunction of the No. 2 engine reverse thruster. The malfunction allowed in the development of forward thrust by No. 2 engine even though all four levers were in the reverse position.,73,62,11,50,45,5,0
2098,1964-11-29 19:20:00,"Leopoldville, Democratic Republic of the Congo",Air Congo (BIAS)NoData,NoData,NoData,Douglas DC-4,OO-DEP,18384,"While taking off, the aircraft struck an empty fuel drum on the runway which tore away the right stabilizer. The plane lifted off the ground but lost control and crashed.",14,11,3,6,3,3,0
2099,1964-12-04 19:58:00,"Fayetteville, Arkansas",Commercial Air Taxi,NoData,NoData,Cessna 206,N5089U,NoData,Collided with trees while attempting to land. Pilot error. Misjudged altitude.,5,3,2,4,2,2,0
2100,1964-12-08 10:48:00,"Tripuani, Bolivia",Aerolineas Abaroa,NoData,Tipuani - La Paz,Douglas DC-3,CP-639,7375,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.,17,13,4,17,13,4,0
2101,1964-12-11 00:00:00,"Near Da Nang, South Vietnam",Military - Vietnamese Air Force,NoData,NoData,Fairchild C-123,NoData,NoData,Hit a mountain shortly after taking off exploding in flames.,38,32,6,38,32,6,0
2102,1964-12-21 18:40:00,"Near Kaliba, Philippines",Fleming Airways System Transport,NoData,Kalibo - Manila,Douglas DC-3,PI-C569,20396,"After losing the No. 1 engine the pilot decided to return to Kalibo but could not land do to poor weather. He attempted to divert to Bacolod but could not climb to avoid terrain and crashed into a fish pond while attempting to ditch in the sea.  Failure to maintain safe single engine speed and altitude following failure of the left engine. The precipitation and poor visibility prevailing at the time of the accident over Kalibo and its vicinity and the failure on the part of the maintenance personnel to take action to correct discrepancies logged in the aircraft log-book, individually or collectively contributed to the cause of the accident.",39,36,3,1,1,0,0
2103,1964-12-24 00:31:00,"Near San Francisco, California",Flying Tiger Line,NoData,San Francisco - New York,Lockheed L-1049H Super Constellation,N6915C,4812,"The cargo plane flew off course and struck a mountain in the San Bruno range. The pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.",3,0,3,3,0,3,0
2104,1964-12-24 00:00:00,"Yurimaguas, Peru",SATCO,NoData,NoData,Douglas DC-3,OB-XAU,14541/25986,Cashed on takeoff.,23,22,1,1,0,1,0
2105,1964-12-29 00:00:00,"Near Turrialba, Costa Rica",Lineas Aéreas Sud Americana,NoData,NoData,Curtiss C-46,CC-CAN,NoData,The cargo plane crashed in mountains while en route.,5,0,5,5,0,5,0
2106,1964-12-30 02:14:00,"Detroit, Michigan",Zantop Air Transport,NoData,Cleveland - Detroit - Denver,Curtis C-46A,N608Z,30328,The cargo plane veered off course and struck trees while attempting to land.  Loss of control during night instrument approach in adverse weather for undetermined reasons.,4,2,2,4,2,2,0
2107,1965-01-02 09:57:00,"Near Darwaza, Russia",Aeroflot,NoData,Darwaza - Ashgabat,Li-2,CCCP-63842,6401,The plane took off and crashed. Fuel starvation.,24,22,2,24,22,2,0
2108,1965-01-03 21:03:00,"Alma-Ata, Kazakhstan",Aeroflot / Kazakhstan,101,Semipalatinsk - Alma-Ata,Ilyushin IL-18B,CCCP-75685,189001105,"During the approach the weather was below minima, but the crew was not aware of this. The plane deviated off course and the controller instructed the crew to execute a go-around but the captain continued the approach. The airplane struck the ground 75m short and to the right of the runway, crossed a ditch and struck trees.",103,95,8,64,61,3,0
2109,1965-01-05 00:28:00,"Kla City, Oklohoma",Alva Aircraft Service - Taxi,NoData,NoData,Cessna 182B,N2401G,NoData,Crashed while en-route. Pilot flew into adverse weather conditions. Spatial disorientation.,3,2,1,3,2,1,0
2110,1965-01-13 12:25:00,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,NoData,NoData,Cessna 180E,N8689X,NoData,Crashed while en-route. VFR flight into adverse weather conditions.,2,1,1,2,1,1,0
2111,1965-01-16 09:30:00,"Wichita, Kansas",Military - U.S. Air Force,NoData,NoData,Boeing KC-135A,57-1442,17513,"Shortly after taking off, the aircraft made a left bank attempting to return to McConnell Air Force Base and transmitted a distress message. Soon after, the plane crashed to the ground in a nose-down attitude into houses. Remains of a parachute were found in the No. 1 engine which may have led to an asymmetrical thrust condition.",7,0,7,7,0,7,23
2112,1965-01-17 00:00:00,"Near Durango, Mexico",Aerovias del Norte,NoData,NoData,Curtiss C-46,NoData,NoData,Crashed while attempting to land and caught fire.,10,7,3,10,7,3,0
2113,1965-01-22 00:00:00,Mt. Helmos. Greece,Military - U.S. Air Force,NoData,NoData,Douglas C-124C,52-1058,43967,Struck a mountain.,10,0,10,10,0,10,0
2114,1965-02-03 00:00:00,"Garoua, Cameroon",Air Cameroon,NoData,NoData,Curtiss C-46A,F-OAFI,26810,NoData,4,1,3,4,1,3,0
2115,1965-02-06 08:36:00,"San Jose Volcano, Chile",LAN,107,Santiago - Buenos Aires,Douglas DC-6B,CC-CCG-104,45513/1004,"After an improper climb, the aircraft flew into a 12,000 ft. mountain in the La Melosas area of the Andes. Crew did not follow flight plan for climbing out of Santiago.",87,80,7,87,80,7,0
2116,1965-02-08 18:26:00,"Off Jones Beach, New York, New York",Eastern Air Lines,663,New York City - Richmond VA,Douglas DC-7B,N849D,45455/981,"The aircraft crashed shortly after taking off after taking evasive action to avoid  Pan American Flight 212, a  Boeing-707, that was planning to land. The aircraft were separated vertically by approximately 1,000 feet although this was not known to the  controllers involved. The EAL captain had the illusion that a potential collision course existed. As a result of this illusion, a descent was initiated. In this circumstance the DC-7 was placed in an unusual attitude, resulting in spatial disorientation of the crew. Placement of the two aircraft on a near head on course which prompted the EAL plane to make an evasive maneuver from which the pilots could not recover.",84,79,5,84,79,5,0
