|Country code|Country name|Subject code|Subject|Scale|Decimals|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
3087|ECU|Ecuador|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/15/2000 (1st)
3088|EGY|Egypt, Arab Rep.|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/7/2010 (2nd)
3089|EMU|Euro area|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3090|ERI|Eritrea|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|9/16/2002 (1st)
3091|ESP|Spain|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/18/2009 (5th)
3092|EST|Estonia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/12/2010 (5th)
3093|ETH|Ethiopia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/16/2001 (1st)
3094|FIN|Finland|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/23/2009 (5th)
3095|FJI|Fiji|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/18/2006 (1st)
3096|FRA|France|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/8/2010 (5th)
3097|FRO|Faeroe Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3098|FSM|Micronesia, Fed. Sts.|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/30/1999 (1st)
3099|GAB|Gabon|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/22/2004 (1st)
3100|GBR|United Kingdom|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/12/2009 (5th)
3101|GEO|Georgia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/2/2009 (2nd)
3102|GHA|Ghana|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/2/2001 (1st)
3103|GIB|Gibraltar|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3104|GIN|Guinea|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/28/2002 (1st)
3105|GMB|Gambia, The|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/6/2003 (1st)
3106|GNB|Guinea-Bissau|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/1/2005 (1st)
3107|GNQ|Equatorial Guinea|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3108|GRC|Greece|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/18/2010 (5th)
3109|GRD|Grenada|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/21/2000 (1st)
3110|GRL|Greenland|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3111|GTM|Guatemala|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/1/2002 (1st)
3112|GUM|Guam|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3113|GUY|Guyana|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/16/2002 (1st)
3114|HIC|High income|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3115|HKG|Hong Kong SAR, China|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3116|HND|Honduras|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/15/2000 (1st)
3117|HRV|Croatia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3118|HTI|Haiti|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/3/2002 (1st)
3119|HUN|Hungary|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/10/2009 (5th)
3120|IDN|Indonesia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/27/1999 (1st)
3121|IMY|Isle of Man|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3122|IND|India|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/22/2004 (1st)
3123|IRL|Ireland|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/3/2010 (5th)
3124|IRN|Iran, Islamic Rep.|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/31/2003 (1st)
3125|IRQ|Iraq|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3126|ISL|Iceland|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/12/2010 (5th)
3127|ISR|Israel|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/7/2010 (2nd)
3128|ITA|Italy|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/17/2010 (5th)
3129|JAM|Jamaica|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/21/2000 (1st)
3130|JOR|Jordan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/8/2009 (2nd)
3131|JPN|Japan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/21/2009 (5th)
3132|KAZ|Kazakhstan|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/4/2009 (2nd)
3133|KEN|Kenya|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/22/2002 (1st)
3134|KGZ|Kyrgyz Republic|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/4/2009 (2nd)
3135|KHM|Cambodia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/8/2002 (1st)
3136|KIR|Kiribati|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/30/1999 (1st)
3137|KNA|St. Kitts and Nevis|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/30/2001 (1st)
3138|KOR|Korea, Rep.|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/1/2003 (2nd)
3139|KSV|Kosovo|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3140|KWT|Kuwait|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3141|LAC|Latin America & Caribbean|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3142|LAO|Lao PDR|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/2/2000 (1st)
3143|LBN|Lebanon|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/31/2011 (2nd)
3144|LBR|Liberia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3145|LBY|Libya|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3146|LCA|St. Lucia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/30/2001 (1st)
3147|LIC|Low income|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3148|LIE|Liechtenstein|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/25/2010 (5th)
3149|LKA|Sri Lanka|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/6/2000 (1st)
3150|LMC|Lower middle income|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3151|LMY|Low & middle income|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3152|LSO|Lesotho|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/17/2000 (1st)
3153|LTU|Lithuania|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/22/2010 (5th)
3154|LUX|Luxembourg|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|2/14/2010 (5th)
3155|LVA|Latvia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/16/2010 (5th)
3156|MAC|Macao SAR, China|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3157|MAF|St. Martin (French part)|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3158|MAR|Morocco|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/3/2010 (2nd)
3159|MCO|Monaco|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|3/25/2011 (5th)
3160|MDA|Moldova|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/27/2010 (2nd)
3161|MDG|Madagascar|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/7/2010 (2nd)
3162|MDV|Maldives|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/5/2001 (1st)
3163|MEX|Mexico|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/20/2010 (4th)
3164|MHL|Marshall Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/24/2000 (1st)
3165|MIC|Middle income|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3166|MKD|Macedonia, FYR|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1/15/2009 (2nd)
3167|MLI|Mali|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/13/2000 (1st)
3168|MLT|Malta|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|7/27/2010 (2nd)
3169|MMR|Myanmar|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|..
3170|MNA|Middle East & North Africa|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3171|MNE|Montenegro|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/12/2010 (1st)
3172|MNG|Mongolia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/10/2010 (2nd)
3173|MNP|Northern Mariana Islands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3174|MOZ|Mozambique|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/2/2006 (1st)
3175|MRT|Mauritania|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/6/2008 (2nd)
3176|MUS|Mauritius|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|5/28/1999 (1st)
3177|MWI|Malawi|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/2/2003 (1st)
3178|MYS|Malaysia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|4/14/2011 (2nd)
3179|MYT|Mayotte|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3180|NAM|Namibia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/7/2002 (1st)
3181|NCL|New Caledonia|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3182|NER|Niger|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/9/2009 (2nd)
3183|NGA|Nigeria|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|11/17/2003 (1st)
3184|NIC|Nicaragua|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|6/22/2011 (2nd)
3185|NIU|Niue|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|10/2/2001 (1st)
3186|NLD|Netherlands|EN.CLC.NCOM|Latest UNFCCC national communication|Text|Text|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|12/19/2009 (5th)
